"cptcode","cptdesc"
RAD0314141,XRAY-SHOULDER APL 11X14
RAD0314145,XRAY-SHOULDER AP 8X10
RAD0314149,XRAY-SHOULDER
RAD0314166,XRAY-THUMB
RAD0314168,XRAY-THORACO LUMBAR AP 11X14
RAD0314172,XRAY-THORACO LUMBAR APL 10X12
RAD0314173,XRAY-THORACO LUMBAR APL 11X14
RAD0314177,XRAY-THORACO LUMBAR APL-O 11X14
RAD0314191,XRAY-UPRIGHT ABDOMEN 11X14
RAD031455,XRAY-FOREARM
RAD0317,XRAY-SACROILIAC JT AP
RAD032262019,XRAY - RIGHT SHOULDER
RAD0323,XRAY-WRIST OBLIQUE (UNILATERAL)
RAD0324003,XRAY-THORACIC SPINE AP 11X14
RAD0324017,XRAY-THORACIC SPINE APL-O 11X14
RAD03240250,XRAY-LUMBAR SPINE APL
RAD0324038,XRAY-ABDOMEN UPRIGHT (ADULT)
RAD0324050,XRAY-ANKLE APL-O (UNI) 11X14
RAD0324053,XRAY-ANKLE AP 8X10
RAD0324094,XRAY-WHOLE SPINE APL 11X14
RAD0324109,XRAY-FOREARM APL 11X14 (ADULT)
RAD0324123,XRAY-HAND AP 10X12
RAD0324135,XRAY-HAND APL-O 10X12
RAD0324136,XRAY-HAND APL-O 11X14
RAD0324158,XRAY-TEMPORO MANDIBULAR JOINT (TMJ) CLOSE AND OPEN
RAD0324160,XRAY-MANDIBLE AP-O
RAD0325008,XRAY-WRIST APL 14X17
RAD0325014,XRAY-ELBOW AP 10X12
RAD0325031,XRAY-KNEE AP 10X12
RAD0325050,XRAY-CHEST APL 8X10
RAD0325051,XRAY-CHEST APL 10X12
RAD0325052,XRAY-CHEST APL 14X14
RAD0325053,XRAY-CHEST APL 14X17
RAD0325061,XRAY-CHEST PA AND LORDOTIC 14X17
RAD0325063,XRAY-CHEST PA 10X12 (ADULT)
RAD0325064,XRAY-CHEST PA 14X14 (ADULT)
RAD0325065,XRAY-CHEST PA 14X17 (ADULT)
RAD0325067,XRAY-CHEST PA 10X12 (PEDIA)
RAD0325069,XRAY-CHEST PA 14X17 (PEDIA)
RAD0325070,XRAY-CHEST PAL 8X10 (ADULT)
RAD0325071,XRAY-CHEST PAL 10X12 (ADULT)
RAD0325072,XRAY-CHEST PAL 14X14 (ADULT)
RAD0325073,XRAY-CHEST PAL 14X17 (ADULT)
RAD0325074,XRAY-CHEST PAL 8X10 (PEDIA)
RAD0325075,XRAY-CHEST PAL 10X12 (PEDIA)
RAD0325085,XRAY-PARANASAL SINUSES (3 VIEWS)
RAD0327,XRAY - PNS (ADULT) WATER
RAD0327127,XRAY - COCCYX
RAD0328003,XRAY-CERVICO-THORACIC APL 11X14
RAD0330,XRAY-HAND APL OBL
RAD0333,"XRAY-KNEE APL (SKYLINE, AND/OR SUNRISE VIEW) - UNILATERAL"
RAD033456,XRAY-T-CAGE
RAD0341,XRAY-CHEST LAT (PEDIA) BILATERAL
RAD0356,XRAY-NASAL BONE/SOFT TISSUE LAT
RAD03601,XRAY-CERVICAL SPINE TRAUMA SERIES (AP/LATERAL/WATERS/OPEN MOUTH)
RAD0396,XRAY-SHOULDER AP-O BILATERAL
RAD0397,XRAY-ELBOW APL BILATERAL
RAD0405015,XRAY-FOOT (2 VIEWS)
RAD0406,XRAY-FEMUR APL BILATERAL
RAD0408,XRAY-KNEE APL-O BILATERAL
RAD0409,"XRAY-KNEE APL (ANTERIOR, POSTERIOR, & LATERAL VIEWS) BILATERAL"
RAD04090,XRAY-RIGHT KNEE APL
RAD0412,XRAY-LEG APL BILATERAL
RAD0416,XRAY-FOOT APL BILATERAL
RAD0422,XRAY-LUMBO SACRAL APL-O BILATERAL
RAD0423,"XRAY-SHOULDER JOINT,CLAVICLE AP"
RAD0428001,XRAY-ABDOMEN APL
RAD042811,XRAY FOOT APL-O BILATERAL
RAD0438,XRAY-ABDOMEN DECUBITUS
RAD0439,XRAY-ABDOMEN KUB-FLAT
RAD0440,XRAY-CERVICAL SPINE TRAUMA SERIES
RAD0441,XRAY-EXTREMITIES-SHOULDER TRAUMA SERIES
RAD0446,XRAY-LUMBO SACRAL AP-O 14X17
RAD0447,XRAY-SKULL APL 10X12
RAD045692,XRAY-CHEST LATERAL
RAD0466,XRAY-APICO VIEW PA 11X14
RAD0491,XRAY-LUMBOSACRAL APL 8X10
RAD049191,XRAY LUMBOSACRAL APL AND OBLIQUE
RAD0494,XRAY-LUMBO SACRAL OBL 11X14
RAD0517,XRAY-CHEST LORDOTIC VIEW
RAD0562,XRAY-PELVIS-PELVIMETRY APL
RAD0563,SALINE INFUSION SONO HYSTEROGRAPHY (SISH)
RAD05631770,SALINE INFUSION VIA TRANSVAGINAL
RAD0570,XRAY-PARANASAL SINUSES (PNS) SERIES
RAD0594,XRAY-T-TUBE CHOLANGIOGRAM WITH CONTRAST
RAD0606,XRAY-LUMBO SACRAL SPINE AP-4 BENDING VIEWS
RAD0608018,XRAY - WRISTS AND HANDS (BILATERAL)
RAD0608029,XRAY -CHEST (PORTABLE)
RAD0608059,XRAY -CHEST PA/ LAT/ OBLIQUE (BILATERAL)
RAD0608060,XRAY -CHEST PA/ LAT/ OBLIQUE (UNILATERAL)
RAD0609,XRAY-LUMBO SACRAL APL FLEXION AND EXTENSION
RAD0609033,XRAY-KNEE SKYLINE (MERCHANTS) BILATERAL
RAD0609038,MRI CONTRAST MEDIA 10ML
RAD0609066,XRAY-ANKLE AP/LAT/MORTISE (UNILATERAL)
RAD0609069,XRAY - PARANASAL SINUSES
RAD0613008,XRAY-LEG-TIBIA AND FIBULA (UNILATERAL)
RAD0613012,XRAY - PNS - PORTABLE
RAD0613013,XRAY-FOOT AP OBLIQUE (PORTABLE)
RAD0613014,XRAY - LUMBO SACRAL APL - PORTABLE
RAD06131,XRAY-ABDOMEN AP VIEW
RAD0623001,XRAY-CERVICAL OBLIQUE VIEW
RAD0643,XRAY-KIDNEY URINARY BLADDER (KUB) PORTABLE
RAD0648,XRAY-LUMBOSACRAL SPINE APL-O
RAD0669,"2D AND 3D ECHO IMAGING"
RAD0685,XRAY-KNEE APL 11X14 PEDIA
RAD0702002,XRAY-ABDOMEN FLAT AND UPRIGHT (CHILDREN) (PORTABLE)
RAD0702004,XRAY-ABDOMEN PLAIN KUB (PORTABLE)
RAD0702007,XRAY-ARM/HUMERUS APL (PORTABLE)
RAD0702009,XRAY-CERVICAL SPINE APL (PORTABLE)
RAD0702010,XRAY-CERVICOTHORACIC APL (PORTABLE)
RAD0702011,XRAY-CHEST AP (CHILDREN) (PORTABLE)
RAD0702012,XRAY-CHEST AP (PORTABLE)
RAD0702013,XRAY-CHEST APICOLORDOTIC VIEW (PORTABLE)
RAD0702014,XRAY-CHEST APL (CHILDREN) (PORTABLE)
RAD0702015,XRAY-CHEST APL (ADULT) (PORTABLE)
RAD0702018,XRAY-CHEST PA (PORTABLE)
RAD0702022,XRAY-COMPARATIVE READING (PER FILM)
RAD0702029,XRAY - KNEE (PATELLA) APL - PORTABLE
RAD0702032,XRAY-LUMBO SACRAL APL (PORTABLE)
RAD0702036,XRAY - NECK FOREIGN BODY LOCALIZATION
RAD0702041,XRAY - PELVIS AP - PORTABLE
RAD0702048,XRAY - SHOULDER AP - PORTABLE
RAD07020521,T TUBE CHOLANGIOGRAM
RAD0702055,XRAY-THORACIC CAGE (RIBS CAGE) (PORTABLE)
RAD0702056,XRAY - THORACIC VERTEBRAE APL
RAD0702058,XRAY - THORACO-LUMBAR APL - PORTABLE
RAD0702061,XRAY-WRIST APL PORTABLE
RAD0705003,XRAY - CHEST SPOT FILM
RAD0705004,XRAY - KNEE SUNRISE VIEW
RAD070551,XRAY RIGHT KNEE SUNRISE VIEW
RAD0709,EXTRA FILM 35X43CM
RAD0715,XRAY-WRIST APL (RIGHT)
RAD0719,XRAY-CHEST/AP/(UPRIGHT
RAD0722,XRAY-SHOULDER AP/AXIAL
RAD0723,XRAY-RIB CAGE AP
RAD07231,XRAY RIB CAGE
RAD0725,XRAY-CALCANEUS APL BILATERAL
RAD0739,XRAY-WHOLE SPINE SERIES
RAD07433,XRAY-SCOUT FILM ABDOMEN
RAD0751,XRAY-KNEE (STANDING)
RAD0752,XRAY-KNEE (STANDING) - BILATERAL
RAD0753,XRAY-KNEE SUNRISE VIEW - BILATERAL
RAD0760,XRAY-CERVICAL SPINE APL-O WITH OPEN
RAD0761,XRAY-SCOUT FILM OF ABDOMEN (UPRIGHT AND SUPINE)
RAD0762,XRAY-CHEST PA AND APICOLORDOTIC VIEW
RAD0765,XRAY-THORACO-LUMBAR SERIES
RAD0766,XRAY-CHEST BUCKY
RAD0769,XRAY-WRIST APL (BILATERAL)
RAD0773,XRAY-CHEST APL 11X14 (PEDIA)
RAD0774,XRAY-CHEST COMPARISON
RAD0779,XRAY-CERVICAL VERTEBRAE APL
RAD0780,XRAY-FOREARM APL (RADIUS ULNA)
RAD0781,XRAY-HAND APL (BILATERAL)
RAD0784,CT SCAN-WHOLE BODY BONE SCAN
RAD07891,XRAY-CHEST PA VIEW
RAD0792,XRAY - DIGITAL CHEST PA
RAD0808001,MRI - CRANIAL WITH CONTRAST
RAD0811004,XRAY - CLAVICLE AP 11X14
RAD0811014,XRAY-CERVICAL SERIES 4 VIEWS
RAD0811018,XRAY - LUMBO SACRAL SPINE SERIES 4 VIEWS
RAD0811021,XRAY-CHEST OBLIQUE VIEW
RAD0811022,XRAY-HIP APL 11X14
RAD0814,XRAY-LUMBOSACRAL SPINE (10YRS OLD)
RAD0816001,XRAY-ABDOMEN (ADULT) AP UPRIGHT/SUPINE 2 VIEWS
RAD0816048,XRAY - PELVIS (ADULT) AP/LATERAL 2 VIEWS
RAD0816049,XRAY - PELVIS (PEDIA) AP
RAD0816060,XRAY-SCOLIOSIS SERIES (ADULT) AP/LATERAL/LEFT&RIGHT BENDING 4 VIEWS
RAD08160701,XRAY - T-TUBE CHOLANGIOGRAM
RAD0816076,XRAY - THORACIC/RIB CAGE (ADULT) AP AND OBLIQUE (2 VIEWS)
RAD0816088,XRAY-SCOUT FILM OF ABDOMEN
RAD0816092,XRAY-SCAPULAE/Y-SCAPULA BILATERAL
RAD0816093,XRAY-CALCANEUS BILATERAL
RAD0836,X-RAY ANKLE (MORTISE VIEW)
RAD0842,X-RAY ANKLE APL (BILATERAL)
RAD084212,XRAY-ANKLE UNILATERAL AP/L
RAD0846,X-RAY FOOT AP OBLIQUE (BILATERAL)
RAD0847,XRAY-FOREARM APL/ AP & LAT/ AP/LAT (BILATERAL)
RAD08551,XRAY CERVICAL SPINE
RAD0865,XRAY-ORBITAL SERIES
RAD0871,X-RAY THIGH AP LATERAL VIEW (BILATERAL)
RAD08880,X-RAY CERVICAL AP
RAD0891,XRAY-TIBIA APL
RAD0904,XRAY-ANTERIOR LORDOTIC VIEW
RAD0906,XRAY- ESOPHAGRAM WITH TV VIEWING
RAD0909,XRAY- THUMB APL 11X14
RAD0913,"XRAY-KNEE AP/L/O VIEW (ANTERIOR, POSTERIOR, LATERAL, & OBLIQUE) - 14X17"
RAD0916,XRAY-CHEST AP/PA DECUBITUS L/O - FILM (14X17)
RAD0922,XRAY - CHEST APL 5 YRS & BELOW
RAD0923,XRAY - CHEST APL 6-10 YRS
RAD0932,XRAY-CHEST MOBILE
RAD093644,XRAY - SHOULDER AP AND Y SCAPULAR
RAD0942,XRAY-THORACO-LUMBO-SACRAL SPINE (PLAIN)
RAD0952,XRAY-CHEST APL
RAD0956,BONE DENSITOMETRY (REGULAR) WITH VFA
RAD0968,X-RAY CERVICAL AP LATERAL AND ODONTOID
RAD0974,XRAY-ADDITIONAL VIEWS 11X14
RAD0990,XRAY-DIGITAL ANKLE APL (BILATERAL)
RAD0996,XRAY-DIGITAL BOTH ELBOW AP LAT
RAD1000520,ULTRASOUND-NECK WITH THYROID GLAND
RAD10055,XRAY -THORACO LUMBO SACRAL APL
RAD10070,XRAY - LEG
RAD10085,XRAY - CHEST SINGLE VIEW (PORTABLE)
RAD10088,XRAY - ABDOMEN 2-VIEWS (PORTABLE)
RAD10101,XRAY - CERVICAL SPINE (PORTABLE)
RAD10143,"XRAY - BS-CHEST (AP/PA/DECUBITUS, L/O)~XRPN-FILM [14X17 (2)]"
RAD10144,XRAY - BS-CHEST AP/LAT~XRPN
RAD1019,DIGITAL XRAY CHEST PA & LORDOTIC
RAD10216,XRAY - EXT. RIGHT FOOT AP/LAT~XRPN
RAD10219,XRAY - IOH CHEST (AP/PA/L/O)~XRPN-FILM [14X17 (1)]
RAD10220,XRAY - IOH CHEST AP/LAT~XRPN
RAD10221,XRAY - IOH CHEST APICOLORDOTIC~XRPN-FILM [14X17 (1
RAD10222,XRAY - IOH CHEST LAT~XRPN
RAD10223,XRAY - IOH CHEST PA/LAT~XRPN
RAD10228,XRAY - IOH EXT. RIGHT KNEE AP/LAT~XRPN
RAD1027,XRAY-DIGITAL CHEST AP LAT PEDIA
RAD1028,XRAY-DIGITAL CHEST LAT (ADULT)
RAD1032,XRAY - CHEST PAL (ADULT - DIGITAL)
RAD1035,XRAY - DIGITAL CHEST PA LAT LOR
RAD10375,XRAY - SHOULDER JOINT
RAD10386,XRAY - RIBS/THORACIC CAGE
RAD10389,XRAY - EXTREMITIES-SHOULDER - UNILATERAL
RAD10390,XRAY - EXTREMITIES-SHOULDER APL - UNILATERAL
RAD10395,XRAY - FINGERS/HAND(AP/O)
RAD10404,"ABDOMEN, UPPER~MRPN"
RAD10406,"XRAY - VERTEBRAE, CERVICAL (AP/PA, L)~XRPN"
RAD10407,"XRAY - CERVICO-THORACIC (AP/PA, L)~XRPN"
RAD10409,XRAY - FEMUR (AP/PA/L)~XRPN
RAD10412,"XRAY - LEG (AP/PA, L, O)~XRPN"
RAD10415,XRAY - SHOULDER (AP/PA/L)~XRPN
RAD10419,"XRAY - ELBOW (AP/PA, L, O)~XRPN"
RAD10423,XRAY - LUMBOSACRAL AP R. & L. OBLIQUE
RAD10429,XRAY - MAMMOGRAM (SINGLE BREAST)
RAD10438,XRAY - CHEST PA ADULT (PORTABLE)
RAD10459,XRAY - SHOULDER AP (PORTABLE)
RAD10472,XRAY - CHEST AP/PA
RAD10479,XRAY - SHOULDER AP/Y
RAD10482,XRAY-AXILLIARY
RAD10519,XRAY-CHEST PA OR AP & LATERAL (5 YRS & BELOW)
RAD10614,"XRAY - ABDOMEN, PLAIN (AP/PA)-XRPN"
RAD1065,XRAY-DIGITAL HAND AP LAT (UNILATERAL)
RAD10650,"XRAY - CHEST (AP/PA, L, O)~XRPN"
RAD10700,"XRAY -FOOT (AP/PA, L, O)~XRPN"
RAD10712,XRAY -FOOT (AP/PA/L/O)~XRPN
RAD1073,XRAY-DIGITAL LUMBOSACRAL SPNE APL
RAD10771,"XRAY - KNEES (AP/PA, L/O)~XRPN"
RAD10854,"XRAY - SHOULDER (AP/PA, L)~XRPN"
RAD1091015,XRAY-RIGHT ANKLE
RAD10914,"XRAY - VERTEBRAE, LUMBAR (AP/PA, L)~XRPN"
RAD10925,"XRAY - VERTEBRAE, LUMBO-SACRAL (AP/PA, L)~XRPN-FILM [14X17 (1)]"
RAD10932,XRAY-LUMBOSACRAL VERTEBRAE (AP/PA/L)~XRPN
RAD11091,XRAY - CHEST AP/PA (PORTABLE)
RAD11094,XRAY - LUMBO SACRAL AP/LATERAL
RAD11099,XRAY - THORACO LUMBAR SPINE SCOLIOSIS
RAD11112,XRAY - CHEST PEDIA
RAD11282,XRAY -HIP / PELVIS APO
RAD11301,XRAY -KNEE APL & OBLIQUE UNI
RAD1136,XRAY - DIGITAL THORACOLUMBAR SP APL
RAD11369,XRAY - HAND APO/APL
RAD11400,XRAY - SHOULDER JOINT (INT.&EXT. ROTATION)
RAD11415,XRAY - PELVIS AND HIP JOINTS W/ FROGLEG VIEW
RAD11417,XRAY - CHEST PA & APICOLORDOTIC - STAT
RAD1143,XRAY- CHEST (PA-LATERAL-APICOLORDOTIC VIEW)
RAD11452,XRAY-LUMBOSACRAL VERTEBRAE
RAD11453,XRAY-DIGITAL SCAPULA AP
RAD1148,XRAY- PELVIS & HIP JOINTS
RAD1150,XRAY-DORSAL SPINE / THORACIC SPINE
RAD1152,XRAY-LUMBOSACRAL SPINE APL WITH PELVIS
RAD1153,XRAY-FOOT INCLUDING ANKLE
RAD11530,XRAY - (MOBILE) BOTH KNEES APL
RAD11539,XRAY - (MOBILE) CHEST AP
RAD11540,XRAY - (MOBILE) CHEST APL
RAD11547,XRAY - (MOBILE) CHEST PA
RAD11548,XRAY - (MOBILE) CHEST RIBS AP ( THORACIC CAGE AP )
RAD11593,XRAY - (MOBILE) LUMBOSACRAL APL
RAD11782,XRAY - ( MOBILE ) PELVIS APL
RAD12003,XRAY - THORACOLUMBAR SPINE
RAD12014,XRAY-CERVICAL AP LATERAL OBLIQUE
RAD12081,XRAY-RIGHT ELBOW APL
RAD12140,XRAY - CHEST PA/AP
RAD12206,XRAY- SHOULDER IMPINGEMENT SERIES - UNILATERAL
RAD12210,XRAY - FOOT APL/APO
RAD122220181,XRAY-SCAPULA Y VIEW
RAD12272,XRAY-DIGITAL SHOULDER AP AND LAT
RAD12276,XRAY - CHEST AP/L CHILD
RAD12323,XRAY-HIP JOINT (BILATERAL)
RAD1235,"XRAY-WHOLE SPINE , STANDING AP/LAT (14X36)"
RAD12355,XRAY-ARM
RAD12361,XRAY - ABDOMEN-RECUMBENT&UPRIGHT(CR)
RAD12365,XRAY - EXTREMITIES-ANKLE(R)
RAD1237,"XRAY-RIBS, BILATERAL AP/BOTH OBLIQUES"
RAD12378,XRAY - EXTREMITIES FEET OR TOE (R)
RAD12385,XRAY - EXTREMITIES-HIP(BI)
RAD12388,XRAY-EXTREMITIES KNEE BILATERAL
RAD12394,XRAY - EXTREMITIES-SHOULDER(BI)
RAD12398,XRAY - EXTREMITIES-SHOULDERAPANDLATERAL(L)
RAD12407,XRAY - EXTREMITIES ANKLE APONLY(BI)
RAD12409,XRAY - EXTREMITIES ANKLE AP ONLY(R)
RAD12413,XRAY - EXTREMITIESFEETAPONLY(R)
RAD1243,XRAY-WATERS VIEW
RAD1245,"XRAY - CHEST ADDITIONAL 2-VIEW (E.G SPOT FILMS, OBLIQUE VIEW)"
RAD1247,XRAY-KNEE APL BILATERAL WITH SKYLINE
RAD12486,XRAY-THORACOLUMBAR SPINE APL
RAD1250,XRAY-RIB CAGE APL
RAD12510,XRAY - LEG X-RAY AP
RAD1252,XRAY-SHOULDER AP & SCAPULARY
RAD12521,XRAY-SCAPULAR APY
RAD12529,XRAY-SHOULDER (Y VIEW)
RAD12531,XRAY - ABDOMEN FLAT (KUB)
RAD12532,XRAY - SPINE CERVICAL (TRAUMA SERIES)
RAD12536,XRAY-FOOT
RAD1255,XRAY-LUMBO-SACRAL APL AND CONEDOWN
RAD12553,XRAY-FOOT APL-O
RAD12564,XRAY-CHEST PEDIA
RAD1258,XRAY-KNEE APL LEFT
RAD125804,XRAY-CHEST APICAL VIEW
RAD12581,XRAY - THORACOLUMBAR AP & BENDING BILATERAL
RAD1259,XRAY-CHEST AP SITTING
RAD12598,XRAY - HIP / PELVIS APL
RAD12622,XRAY - HIPS/PELVIS AP BILATERAL
RAD12653,XRAY - CHEST PAL (ADULT)
RAD12654,XRAY - CHEST APL (PEDIA)
RAD12655,XRAY - CHEST PA PORTABLE (ADULT)
RAD1268,"PORTABLE X-RAY, 1 VIEW"
RAD1269,XRAY-CHEST DECUBITUS (ONE VIEW)
RAD1272,"XRAY-CHEST, ADDITIONAL 1- VIEW (E.Q, SPOT FILM, OBLIQUE VIEW)"
RAD12768,XRAY - ABDOMEN UPRIGHT AND SUPINE (PEDIA)
RAD1279,XRAY-SHOULDER IMPINGEMENT SERIES 4 VIEWS
RAD1280,XRAY-HAND UNILATERAL 3 VIEWS
RAD1281,XRAY-KNEE SERIES UNILATERAL
RAD12822,XRAY - ANKLE MORTISE & FOOT (LEFT)
RAD12824,XRAY-HIP JOINT AP/PELVIS AP
RAD12831,XRAY - SHOULDER / CLAVICLE AP BILATERAL
RAD12860,XRAY- PELVIC / FROG LEG
RAD12861,XRAY - CHEST PA AND LATERAL/AP AND LATERAL
RAD12862,XRAY - CHEST - PA OR AP - STAT
RAD12863,XRAY - CHEST PA AND LATERAL/AP AND LATERAL - STAT
RAD12895,XRAY - CHEST PA/LAT (ADULT)
RAD12935,XRAY-THORACOLUMBOSACRAL AP LATERAL
RAD12980,XRAY - KNEE JOINT BILATERAL
RAD1299,XRAY-KNEE AP/LATERAL (SUNRISE VIEW)
RAD13027,XRAY - SCOUT FILM ABDOMEN SUPINE/UPRIGHT
RAD1308,XRAY-ABDOMEN FLAT AND UPRIGHT ( 2- 10 YRS OLD)
RAD13094,XRAY - FOOT AP/O/L
RAD13193,XRAY - MAMMOGRAM MAGNIFICATION
RAD13199,XRAY - CHEST (2 VIEWS)
RAD1320,XRAY - SHOULDER AP UNILATERAL
RAD13200,XRAY - CHEST (2 VIEWS)
RAD13213,XRAY - CHEST AP LORDOTIC
RAD132221,XRAY-SHOULDER AP (RIGHT)
RAD13225,XRAY - CHEST PA/AP PEDIA
RAD13226,XRAY-CHEST PA/AP PEDIA STAT
RAD1327,XRAY-LEFT SHOULDER APL
RAD13283,XRAY - ABDOMEN AP SUPINE/UPRIGHT
RAD13284,XRAY - SKULL
RAD13285,XRAY - CHEST PA (ADULT)
RAD13286,XRAY - CHEST PAL ADULT
RAD1336,"PORTABLE X-RAY, 2 VIEWS"
RAD1337,POST OBLATION TOTAL BODY SCAN
RAD13403,XRAY - FEMUR (CONVENTIONAL)
RAD13405,XRAY - KNEE JOINT
RAD13422,IMRT COMPLEX TREATMENT BREAST PACKAGE
RAD13450,XRAY - CERVICAL AP/L PORTABLE
RAD13455,XRAY - CHEST APICOLORDOTIC VIEW PORTABLE
RAD13458,XRAY - CHEST PA PORTABLE
RAD1352,XRAY-C-ARM (1ST 1 HR)
RAD13583,XRAY-ABDOMINAL (SCOUT FILM)
RAD13617,XRAY-FOOT BILATERAL
RAD13657,XRAY-ELBOW APL BILATERAL
RAD13661,XRAY - BOTH HAND APL
RAD13678,"XRAY - KIDNEY, URETHER, BLADDER (KUB)/RENAL + PROSTATE ULTRASOUND"
RAD1373,XRAY-HANDS INCLUDING WRIST BILATERAL
RAD13742,XRAY-SHOULDER APY (PORTABLE)
RAD13744,X - RAY THORACIC CAGE SERIES
RAD13750,XRAY-CERVICO THORACOLUMBAR
RAD13760,XRAY-CHEST PA (PACKAGE)
RAD1377,XRAY-MAMMOGRAPHY ADDITIONAL VIEW-2 FILMS
RAD13794,X-RAY-APICO LORDOTIC VIEW
RAD13837,X-RAY-ELBOW UNILATERAL
RAD13911,XRAY-BOTH KNEE APL
RAD13943,XRAY - CERVICAL SERIES (AP/LAT/OBL)
RAD1400,XRAY-CHEST : SPOT/CONE DOWN VIEW
RAD14004,X-RAY-CHEST PA (STAT)
RAD14005,X-RAY-CHEST PA/AP- PEDIA
RAD1402,XRAY-CHEST AP (2-10 YRS. OLD)
RAD1404,XRAY - CHEST APL 2 10 YRS OLD
RAD1405,XRAY-CHEST APL 0 1 YR OLD
RAD1406,XRAY-CHEST APL INCLUDING ABDOMEN (BELOW 10 YRS. OL
RAD14073,XRAY - PELVIS STAT
RAD14078,X-RAY-CHEST AP
RAD1409,XRAY-WHOLE ABDOMEN
RAD1411,XRAY-CHEST PA W/ SPOT VIEW
RAD1412,XRAY-COMPARISON FEE
RAD14138,PORTABLE APICO-LORDIC VIEW/SPOT FILM
RAD14139,XRAY-PORTABLE- CHEST PA - ADULT 10X12
RAD14140,XRAY-CHEST PA LATERAL CHILD 11X14 PORTABLE
RAD14157,XRAY-CHEST PORTABLE (1 VIEW) CHILD
RAD14169,XRAY-NECK SOFT TISSUE
RAD14180,XRAY - CERVICAL SPINE APL (OPEN MOUTH)
RAD14214,XRAY-UNI FOOT AP/OBLIQUE
RAD1423,XRAY-CHEST APL (6YRS OLD AND ABOVE)
RAD14255,XRAY-CHEST APL/PAL
RAD14331,X-RAY OF THORACOLUMBAR AP PORTABLE
RAD14386,RAD - XR - ABDOMEN PLAIN KUB
RAD14388,XRAY- CHEST APL - CHILDREN
RAD14389,RAD - XR - KNEE (PATELLA) APL
RAD14394,XRAY- KNEE AP/L/SUNRISE VIEW
RAD14409,RAD - XR - HIP BILATERAL FROG LEG
RAD14419,XRAY-LUMBOSACRAL SPINES AP LATERAL OBLIQUE
RAD14438,RAD - C - ARM ASSISTED SURGERY
RAD1444,XRAY-ELBOW INCLUDING FOREARM (UNILATERAL)
RAD14449,XRAY-BOTH THIGHS (FEMUR) APL
RAD14455,RAD-XR CHEST APICO LORDOTIC VIEW (TB PACKAGE)
RAD1446,XRAY-ERCP (ENDO RETROGRADE CHOLANGIO PANCREATOGRAP
RAD14460,XRAY-CHEST PA (PRE-EMPLOYMENT)
RAD14465,XRAY-ABDOMEN AP SUPINE
RAD14467,XRAY-CHEST PA (DR)
RAD14469,XRAY-CHEST PA LATERAL CHILD (DR)
RAD14470,XRAY-CHEST PAL (DR)
RAD14471,XRAY-FOOT AP LATERAL OR APO
RAD14472,XRAY-HAND AP OBLIQUE OR APL
RAD14483,XRAY-PORTABLE-CHEST PAL (CR)
RAD14489,XRAY-SHOULDER CLAVICLE AP
RAD14491,XRAY-THORACIC CAGE APL / APO
RAD14492,XRAY-TIBIA / FIBULA LEG BILATERAL
RAD14495,XRAY-APICOLORDOTIC VIEW AND SPOT FILM
RAD14555,XRAY-CHEST AP - ERID
RAD14557,CT CALCUIM SCORING
RAD14562,XRAY-PORTABLE CHEST APL PEDIA
RAD14579,MRI-STEREOSCOPIC LOWER/UPPER EXTREMITIES ONE SIDE
RAD14580,MRI-LUMBOSACRAL STEREOSCOPIC
RAD14592,MRI-CERVICAL SPINE WITH DTI
RAD14593,MRI-UPPER/LOWER EXTENSION ONE SIDE PLAIN
RAD14600,ULTRASOUND - KIDNEYS & UB WITH POST VOID EVALUATION
RAD14609,CT SCAN-CHEST & SPINE
RAD14623,ULTRASOUND - ADRENALS
RAD14624,"ULTRA-PROSTATE,TRANSABDOMEN"
RAD14626,"ULTRASOUND-ABDOMEN (GALL BLADDER, LIVER, PANCREAS, KIDNEY)"
RAD14632,CT SCAN-CHEST OR THORAX ANGIOGRAM WITH CONTRAST
RAD14633,CT SCAN-BRAIN OR HEAD WITH CONTRAST
RAD1476,XRAY-RIGHT HAND
RAD1477,XRAY-LEFT HAND
RAD1479,XRAY-PATELLAR SKYLINE VIEW
RAD1483,XRAY-CHEST PA AND APICOLORDOTIC VIEW (ALV)
RAD14844,XRAY-FOOT APL/APO (BILATERAL)
RAD1486,DIGITAL XRAY-LUMBOSACRAL SPINE SERIES
RAD1487,XRAY-DIGITAL XRAY-LORDOTIC
RAD1488,XRAY-ANKLE MORTISE (BILATERAL)
RAD14888,XRAY-ABDOMEN UPRIGHT/SUPINE/LATERAL
RAD14892,X-RAY-PORTABLE FEE
RAD14932,XRAY-HAND AP/O
RAD14935,XRAY-FOOT - 3 VIEWS
RAD1500,BASIC SPECT/PLANAR IMAGING
RAD1504,"2D WITH 3D TEE"
RAD15046,XRAY-LUMBOSACRAL SERIES
RAD15064,XRAY-CHEST APICAL VIEW
RAD15065,XRAY-CHEST PA & APICAL VIEW
RAD1508,XRAY-CERVICAL SPINE APL W/ CR FILM
RAD1509,XRAY-CHEST PA W/ COMPUTED RADIOGRAPHY (CR) FILM
RAD15116,"XRAY-FEET APL, OBLIQUE OR LATERAL, BILATERAL"
RAD15118,"XRAY-CERVICAL VERTEBRA AP/LATERAL, OBL OPENMOUTH"
RAD1512,XRAY-CHEST ADULT APL W/ CR FILM
RAD1513,XRAY-APICO LORDOTIC VIEW W/ COMPUTED RADIOGRAPHY (CR) FILM
