"cptcode","cptdesc"
RAD19819,XRAY-GASTRO INTESTINAL AND SMALL BOWEL SERIES
RAD19820,XRAY-GASTRO INTESTINAL SERIES
RAD19822,"XRAY-SPINE - CERVICAL, APOL WITH EXTENSION AND FLEXION"
RAD19823,"XRAY-SPINE - LUMBOSACRAL, APOL, SERIES"
RAD19827,XRAY-URINARY - VOIDING CYSTO UROGRAPHY
RAD19829,"XRAY-FINGER, APOL, BILATERAL"
RAD1983,XRAY-THORACOLUMBAR APL UPRIGHT
RAD19832,"XRAY-KNEE, AXIAL, LEFT"
RAD19833,"XRAY- KNEE, AXIAL, RIGHT"
RAD19837,"XRAY-SHOULDER AXILLARY AND SUPRASPINATUS VIEW, RIGHT"
RAD19840,"XRAY-SPINE, LUMBOSACRAL AP, OBLIQUE, LATERAL, EXTENSION AND FLEXION"
RAD19842,"XRAY-TELERADIOLOGY-CHEST, APICOLORDOTIC"
RAD19845,"XRAY-SPINE - LUMBOSACRAL, APOL WITH EXTENSION AND FLEXION"
RAD1985,XRAY-ADDITIONAL OBLIQUE
RAD1986,XRAY-LUMBO SACRAL SPINE APL
RAD19873,XRAY- CHEST LORDOTIC VIEW
RAD1991,XRAY-FOOT APL-O BILATERAL
RAD1992,XRAY-CHEST APICOLORDOTIC VIEW
RAD19923,XRAY- LEFT SHOULDER SCAPULAR Y
RAD199810,XRAY RIGHT ANKLE APO LATERAL
RAD1999,XRAY-FOOT APO (LAT FOR FOREIGN BODY LOC)
RAD19991,XRAY- RIGHT SHOULDER SCAPULAR Y
RAD2000,XRAY-ANKLE AP/LAT/MORTISE
RAD2003,XRAY-SCOLIOSIS SERIES
RAD20049,XRAY-CERVICAL - AP/LAT (P)
RAD2005,XRAY-CERVICO THORACIC SPINE
RAD20050,XRAY-CHEST PA (CVD)
RAD20051,XRAY-CHEST PA (P)
RAD20052,XRAY-CHEST PA (P) CVD
RAD20053,XRAY-CHEST PA/LAT (ADULT) (P)
RAD20054,XRAY-CHEST PA/LAT (CHILD) (P)
RAD20059,XRAY-E.R.C.P. W/FLOURO GUIDED (S/P)
RAD20065,XRAY-FOREARM - AP/LAT (P)
RAD20067,XRAY-HIP/PELVIS AP
RAD20068,XRAY-HIP/PELVIS AP (WITH FROG VIEW)
RAD20074,XRAY-KNEE - AP/LAT (P)
RAD20075,XRAY-KNEE AP/LAT - (W/SKYLINE VIEW) (S)
RAD2008,XRAY-LEG (14X17)
RAD20086,XRAY-SCOLIOSIS STUDY TWO POSITIONS (STANDING VIEW-AP-LAT
RAD2010,XRAY-CHEST PA/AP
RAD20123,XRAY-HAND AP/O (BILATERAL)
RAD20125,XRAY-THIGH (FEMUR) AP/L (BILATERAL)
RAD2016,"XRAY-CERVICAL (AP, LATERAL AND ODOINTOID)"
RAD20162,XRAY-CHEST PA (STAT)
RAD2017,XRAY-PARANASAL SINUSES PA LATERAL AND WATER
RAD20187,"XRAY - LEFT SHOULDER, AP/AXIAL"
RAD20200,XRAY-BEDSIDE CHEST PEDIA
RAD20201,XRAY-(BEDSIDE CHEST ADULT
RAD20202,XRAY-HAND FINGER TOES
RAD20203,XRAY-MEDICAL CHEST PA
RAD20207,XRAY - LEFT SHOULDER APL
RAD2023,XRAY-SCAPULAR Y
RAD2025,XRAY-CERVICAL SERIES
RAD20253,XRAY - THORACO-LUMBAR SPINE (MOBILE)
RAD20258,XRAY - THORACIC CAGE (T-CAGE) APL/APO MOBILE
RAD20271,XRAY - SCAPULA AP-Y UNILATERAL (MOBILE)
RAD20274,XRAY - LUMBOSACRAL SPINE (MOBILE)
RAD20280,"XRAY - KNEE, UNILATERAL (MOBILE)"
RAD20289,XRAY - APICOLORDOTIC VIEW (ALV) MOBILE
RAD20295,XRAY - CHEST APL (BELOW 13 YEARS OLD) MOBILE
RAD2031,XRAY-KNEE APL STANDING UPRIGHT VIEW UNILATERAL
RAD20330,XRAY - KNEE APL WITH SUNRISE (UNILATERAL)
RAD2034,XRAY-CERVICAL VERTIBRAE APL/O/OPEN MOUTH
RAD2036,XRAY-PARANASAL SINUSES COMPLETE
RAD20384,XRAY-BONY THIRAX/T-CAGE(AP/PA)
RAD20385,XRAY-BONY THORAX/T-CAGE(AP-L)
RAD20394,XRAY-HAND( AP/OB/LAT)
RAD20395,XRAY-LUMBO-SACRAL SERIES (APOL)
RAD20398,XRAY-PELVIC BONE(AP)
RAD20402,XRAY-SOFT TISSUE (NOSE)
RAD20403,XRAY-SPECIAL VIEW
RAD20409,XRAY - CHEST AP (CHILD)
RAD20410,XRAY - CHEST AP/LAT (CHILD
RAD20419,CHEST PA FOR COVID
RAD2042,XRAY-SPOT VIEW
RAD20421,XRAY-EXTREMITIES APL-O
RAD2044,XRAY-KNEES APL BILATERAL (FILMLESS)
RAD20452,XRAY-LONG LENGTH IMAGING AP LATERAL
RAD20455,XRAY-KUB (MOBILE)
RAD20456,XRAY-DIGITAL CHEST PA ONLY ADULT WITH PORTABLE
RAD20461,FLUOROSCOPY (C-ARM USE/3MINS)
RAD20467,XRAY-ABDOMEN (CHILD) AP
RAD2047,XRAY-CHEST SPOT VIEW OF RIGHT UPPER LUNG
RAD20470,XRAY-CHEST (CHILD) AP/L
RAD20472,XRAY-LUMBAR SERIES
RAD20475,XRAY-FOOT AP/L / AP/O
RAD20476,XRAY-HAND AP/O OR AP/L
RAD2052,XRAY-HAND PA/OBLIQUE VIEWS (UNILATERAL)
RAD20554,XRAY-CHEST AP/LATERAL PORTABLE [ 2 FILMS]
RAD20579,XRAY-CHEST AP/L CHILD (PORTABLE)
RAD2059,XRAY-DIGITAL UPPER ARM/HUMERUS (UNILATERAL)
RAD2060,XRAY PORTABLE
RAD2062,XRAY-ABDOMEN SUPINE/LATERAL (PEDIA)
RAD2063,XRAY-ANKLE (PORTABLE)
RAD2064,XRAY-APICO (PORTABLE)
RAD20645,XRAY-ABDOMEN (1 VIEW)
RAD2066,"XRAY-CHEST AP/PA/DECUBITUS, L/O 14X17 (BEDSIDE)"
RAD20665,XRAY-THORACIC SPINE AP/L/OBLIQUE
RAD20674,XRAY-CHEST AP/L (ADULT)
RAD20679,XRAY-SKYLINE / SUNRISE VIEW (PATELLA)
RAD20683,XRAY-SPINAL FUSION (FLEXION-EXTENSION) SERIES
RAD20685,XRAY-ABDOMEN (CHILD) AP/LAT
RAD20686,XRAY-CHEST (CHILD) APL
RAD20691,XRAY-CHEST (CHILD) AP/L PORT.
RAD20692,XRAY-ELBOW JT. APL PORT
RAD20697,XRAY-HAND AP/O OR AP/L PORT
RAD20699,XRAY-HUMERUS AP/L PORT
RAD2070,XRAY-CHEST PA AND LATERAL (5 YRS OLD BELOW)
RAD20700,XRAY-KNEE JT. AP/L PORT.
RAD20705,XRAY-CHEST (CHILD) AP PORT
RAD20706,XRAY-CHEST (ADULT) AP PORT
RAD20707,XRAY-CHEST (ADULT) AP/L PORT
RAD20714,XRAY-ALV (APICO) PORT
RAD20729,XRAY-CHEST LATERAL VIEW PORT
RAD20732,XRAY-ABDOMEN UPRIGHT/SUPINE (PORT)
RAD20736,XRAY-ABDOMINOPELVIC / WHOLE ABDOMEN PLAIN
RAD20743,XRAY-CHEST (AP/PA/L/O)~XRPN-FILM [14X17 (1)]
RAD20765,XRAY-CERVICAL AP/LAT OBLIQUE
RAD2077,XRAY-ABDOMEN FLAT AND UPRIGHT
RAD2079,XRAY-CHEST SPOT VIEW OF LEFT UPPER LUNG
RAD2080,XRAY-CHEST AP CHILD
RAD20803,XRAY-KNEE JOINT AP/LAT - BILATERAL
RAD20818,XRAY-LUMBO SACRAL AP/LAT & OBLIQUE - (ADULT)
RAD2083,XRAY-CHEST PA/L CHILD (PORTABLE)
RAD2084,XRAY-CHEST PAL (PORTABLE)
RAD2087,XRAY-CHEST PA/L ADULT (PORTABLE)
RAD2089,XRAY-LEG AP/L (PORTABLE)
RAD2092,XRAY-LUMBOSACRAL
RAD20921,XRAY - LUMBOSACRAL OBLIQUE
RAD2096,CENTRAL DXA (BONE MINERAL DENSITY TEST)
RAD20966,XRAY-THORACIC CAGE AP
RAD2098,XRAY-RIGHT FOOT APO
RAD2100,XRAY-RIGHT KNEE
RAD210203,XRAY-RIGHT THIGH APL
RAD210305,XRAY-RIGHT THIGH APL VIEW
RAD21049,XRAY-LSV COMPLETE (PORTABLE)
RAD2107,XRAY-CHEST ADULT 14X14
RAD21141,XRAY- CERVICAL APL (ADULT)
RAD21143,XRAY- \CERVICAL APL (PEDIA)
RAD21144,XRAY- CERVICAL APLO
RAD21149,XRAY- CERVICO THORACIC LUMBAR APL
RAD21157,XRAY- CHEST PA
RAD21158,XRAY- CHEST PA (PEDIA)
RAD21159,XRAY- CHEST PA (PEDIA) (PORTABLE)
RAD21160,XRAY- CHEST PA (PORTABLE)
RAD21161,XRAY- CHEST PAL (PEDIA)
RAD21163,XRAY- CHEST PAL ADULT
RAD21164,XRAY- CHEST PAL ADULT (PORTABLE)
RAD21165,XRAY- CHEST PORTABLE
RAD2117,XRAY-PARANASAL SINUSES
RAD21170,XRAY- ELBOW APL
RAD21176,XRAY- FEMUR APL ADULT
RAD2118,XRAY-HAND/FOOT APO WITH CR FILM
RAD21182,XRAY- FEMUR APL PEDIA
RAD21183,XRAY- FEMUR APL PEDIA (PORTABLE)
RAD21187,XRAY- FOOT APO ( LAT FOR FOREIGN BODY LOC)
RAD21189,XRAY- FOOT APO BILATERAL
RAD21190,XRAY- FOOT APO BILATERAL (PORTABLE)
RAD21191,XRAY- FOREARM APL
RAD21195,XRAY- HAND APO
RAD21197,XRAY- HAND BILATERAL
RAD21199,XRAY- HIP JOINT APL
RAD2120,XRAY-CHEST SPOT VIEW OF RIGHT LOWER LUNG
RAD21207,XRAY- KNEE APL (SUNRISE VIEW OPTIONAL)
RAD21209,XRAY- KNEE BILATREAL
RAD2121,XRAY-NECK AP/LAT
RAD21212,XRAY- KUB PLAIN/ABDOMEN AP/UPRIGHT ONLY
RAD21214,XRAY- LEG APL
RAD21216,XRAY- LEG APL BILATERAL
RAD21218,XRAY- LUMBO SACRAL APL
RAD21219,XRAY- LUMBO SACRAL PEDIA
RAD21220,XRAY- LUMBO SACRAL PEDIA (PORTABLE)
RAD21221,XRAY- MANDIBLE APO
RAD21226,XRAY- PARANASAL SINUSES
RAD21228,XRAY- PELVIS AP
RAD21229,XRAY- PELVIS AP (PORTABLE)
RAD2123,XRAY-DIGITAL CERVICAL SPINE AP/LAT
RAD21230,XRAY- PELVIS AP/FROG LEG
RAD21232,XRAY- PLAIN ABDOMEN PEDIA APL
RAD21234,XRAY- PLAIN ABDOMEN UPRIGHT SUPINE ADULT
RAD21242,XRAY- SACRUM/COCCYX APL
RAD21245,XRAY- SHOULDER AP (ROTATIONAL OPTIONAL)
RAD21247,XRAY- SHOULDER AP AND SCAPULAR Y
RAD2125,STONOGRAM - STAT
RAD21250,XRAY- SKULL APL
RAD21261,XRAY- T-CAGE ADULT
RAD21264,XRAY- THORACIC APL ADULT
RAD21266,XRAY- THORACIC CAGE ADULT APO
RAD21268,XRAY- THORACO LUMBAR APL ADULT
RAD21274,XRAY- WRIST APL (PORTABLE)
RAD21284,ANKLE MORTISE APL BILAT
RAD21291,APICO LORDOTIC
RAD21293,ARM APL
RAD21339,XRAY-RIGHT FOOT APO (PORTABLE)
RAD21349,BONE DENSITOMETRY (ROUTINE) - FOREARM
RAD2135,XRAY-SCAPULAE APL
RAD2137,XRAY-MANDIBLE PA/ OBLIQUE
RAD2140,XRAY-PARANASAL SINUSES COMPLETE MIN 3 VIEWS
RAD2141,XRAY-BMD SPINE AND HIPS
RAD21421,XRAY-LEG AP BOTH (TIBIA-FIBULA)
RAD2144,"XRAY-SCOLIOSIS SERIES, APL/LAT W/ BENDING  (14 X 3"
RAD2145,XRAY-SACRUM / COCCYX MIN 2 VIEWS
RAD2147,XRAY-KNEE JOINT APL UNILATERAL
RAD2148,XRAY-LEFT ANKLE JOINTS AP LATERAL
RAD2153,XRAY-BOTH HIPS AP RIGHT LATERAL
RAD21579,XRAY-ANKLE (CALCANEUS/ TALUS VIEW)
RAD21582,XRAY-DIGITAL CHEST PA ONLY ADULT (WITH PORTABLE )
RAD21585,XRAY-PACKAGE A (FOREARM/HIP/SPINE/OTHER)
RAD21586,XRAY-CHEST AP/PA MOBILE
RAD21595,XRAY-FINGERS/ TOES/ THUMB APL
RAD21646,XRAY-SHOULDER APL LEFT - EXTREMITIES
RAD21647,XRAY-SHOULDER APL RIGHT - EXTREMITIES
RAD21650,"XRAY-TELERADIOLOGY - CHEST, PA VIEW"
RAD21651,XRAY-SPINE APL-O
RAD21663,XRAY-BILATERAL ANKLE JOINT AP/LATERAL
RAD2168,XRAY-SCAPULA-UNILATERAL
RAD21736,XRAY-CHEST AP/PA-BEDSIDE
RAD21779,XRAY - CHEST PA/AP (SYMPTOMATIC)
RAD21791,"XRAY-LEG TIBIO, FIBULA (UNILATERAL)"
RAD21792,ANGIOGRAM PACKAGE (PHILHEALTH EXCLUDING DOCTOR’S PF)
RAD21793,XRAY-CHEST AP/PA AND LAT PORTABLE (COVID)
RAD21828,XRAY-FOOT APL STANDING
RAD2183,DIGITAL CERVICAL SPINE SERIES
RAD2184,DIGITAL XRAY-LUMBOSACRAL AP ONLY
RAD2187,XRAY-PATELLA SUNRISE VIEW
RAD2188,XRAY-KNEE APL (STANDING) BILATERAL
RAD21881,XRAY-FLAT PLATE (KUB)
RAD21897,XRAY-KNEE APL BILATERAL (PEDIA)
RAD21898,XRAY-PACKAGE B (HIP/SPINE/OTH)
RAD21902,XRAY - CHEST PA (PUI)
RAD21903,XRAY - C-ARM ( HEAD )
RAD21908,XRAY-CHEST PEDIA MOBILE
RAD21909,XRAY-LUMBAR SPINE APL W/CR
RAD21912,XRAY-ANKLE APL/APO
RAD21914,XRAY-SKYLINE/SUNRISE/MERCHANT (BILATERAL)
RAD2192,XRAY-THIGH (UNILATERAL)
RAD21923,XRAY - CHEST (2 VIEWS) PORTABLE
RAD21926,XRAY - ANKLE (2 VIEWS) PORTABLE
RAD21929,XRAY - FOOT (3 VIEWS) PORTABLE
RAD21932,XRAY-ABDOMEN FLAT BELOW 10 YRS OLD
RAD2195,XRAY-DIGITAL THORACIC SPINES P/L
RAD2197,XRAY-KNEE APL WITH SKYLINE UNILATERAL
RAD2206,"XRAY-POTASSIUM, BLOOD (SINGLE)"
RAD22084,XRAY-CHEST PAL (PEDIA)11X14 MOBILE
RAD22088,XRAY-HAND/FOOT APLO W/ CR FILM
RAD22098,"XRAY-THORACO-LUMBAR SACRAL AP,LAT & OBL"
RAD2210,XRAY-SCAPULAR VIEW
RAD2211,XRAY-CERVICAL SPINE APL-O (FLEXION AND EXTENSION)
RAD221215,XRAY-FOOT
RAD22130,XRAY-CHEST PORTABLE BEDSIDE PEDIA
RAD22205,XRAY-LEG TIBIO FIBULA BILATERAL (PEDIA)
RAD22209,XRAY-SHOULDER UNILATERAL STAT
RAD2221,XRAY-HIPS JOINTS FROG LEG AP
RAD22215,XRAY-CHEST AP PORTABLE (COVID)
RAD22247,XRAY-ABDOMEN SUPINE & UPRIGHT OR LATERAL PORTABLE
RAD2225,XRAY-ERCP
RAD2226,XRAY-CHEST AP/PA DECUBITUS L/O
RAD22307,XRAY-LEG BILATERAL STAT
RAD22309,XRAY- CHEST PA BEDSIDE STAT
RAD2237,XRAY-THIGH APL BILATERAL
RAD22388,XRAY-WRIST PA OBLIQUE LATERAL (UNILATERAL)
RAD2239,XRAY-EXTREMITIES HAND
RAD22391,XRAY - ( MOBILE ) ABDOMEN-ONE VIEW
RAD22392,XRAY - ( MOBILE ) ABDOMEN-UPRIGHT/SUPINE
RAD22397,XRAY - ( MOBILE ) CHEST APL OR PAL
RAD22402,XRAY - ( MOBILE ) HAND APL ( APO ) - BIILATERAL
RAD22403,XRAY - ( MOBILE ) HAND APL ( APO ) - UNILATERAL
RAD22408,"XRAY - ( MOBILE ) PARANASAL SINUS SERIES ( WATERS, LATERAL, CALDWELL)"
RAD22417,XRAY - ( MOBILE ) CERVICAL SPINE - ONE VIEW ONLY
RAD22418,XRAY - ( MOBILE ) CHEST : ONE VIEW ONLY
RAD2243,XRAY-DIGITAL ARMS BILATERAL
RAD2245,XRAY-THORACIC CAGE APL
RAD2246,XRAY-FLAT ABDOMEN
RAD22469,XRAY-FOOT (BILATERAL) MOBILE - INFECTIOUS
RAD2247,XRAY-KNEE APLO W/ CR FILM
RAD22475,XRAY-CHEST PA (ADULT) MOBILE INFECTIOUS
RAD22477,XRAY-CHEST PA/L (ADULT) MOBILE INFECTIOUS
RAD22489,XRAY-DIGITAL KNEE TANGENTIAL
RAD2249,XRAY-HAND/WRIST APL (UNILATERAL)
RAD22490,XRAY-RIB/T-CAGE TRAUMA SERIES (AP OBLIQUE BILATERAL)
RAD22491,XRAY-LV STRAIN IMAGING
RAD22494,XRAY-CERVICAL SPINE (STAT)
RAD22495,XRAY-THORACIC CAGE (STAT)
RAD22499,XRAY-C-ARM (1ST 1 HR)
RAD2252,XRAY-EXTREMITIES HAND
RAD22523,XRAY-FOOT BILATERAL (STAT)
RAD2255,XRAY-PARANASAL SINUSES-STAT
RAD2256,XRAY-APICAL SINGLE
RAD2258,XRAY-DIGITAL SHOULDER BILATERAL
RAD2262,XRAY-LUMBOSACRAL SPINE APL-O WITH LATERAL FLEXION AND EXTENSION STRESS VIEW
RAD2263,DIGITAL CHEST (AP/LAT) PEDIA
RAD2269,XRAY-DIGITAL ABDOMEN UPRIGHT SUPINE
RAD2272,BONE AGING
RAD22800,XRAY-CHEST PAL PEDIA
RAD228011,XRAY-CHEST PAL (PEDIA)
RAD2281,XRAY-CHEST PAL ADULT (FILM)
RAD2287,XRAY-KNEE APL/SKYLINE (MERCHANT) VIEW - UNILATERAL
RAD2297,XRAY-DIGITAL THORACO LUMBAR AP
RAD2298,XRAY-PLAIN ABDOMEN AP
RAD2299,XRAY-CHEST (PEDIA)
RAD2303,XRAY-FOOT APO (BILATERAL PEDIA)
RAD23031,XRAY BOTH FOOT APO
RAD2306,XRAY-CHEST AP/PA/L/O
RAD2307,XRAY-DIGITAL SHOULDER AP
RAD2309,XRAY-DIGITAL THORACO LUMBAR 4 FILMS
RAD2311,XRAY-CHEST PAL (ADULT) FEMALE
RAD2312,ULTRAVIST 300 50ML
RAD2314,XRAY-CHEST AP (BEDSIDE)
RAD2315,XRAY-HEAD/CRANIAL (PLAIN)
RAD2316,XRAY-LUMBOSACRAL SPINE APL UPRIGHT
RAD2322,XRAY-LUMBOSACRAL APL WITH BACKWARD AND FORWARD
RAD23308,XRAY- ABDOMEN
RAD2332,XRAY-FILM COPY 11X14
RAD2345,XRAY-CERVICAL SPINE AP & TRANSLATERAL
RAD2371,XRAY-LEFT KNEE (PATELLA-TANGENTIAL)
RAD2373,"XRAY-LEFT KNEE-AP, LAT & PATELLA (TANGENTIAL)"
RAD2427,XRAY-PELVIS  AP & BILATERAL HIPS
RAD2448,XRAY-RIBS DETAIL AP
RAD2469,XRAY-THORACO-LUMBAR SPINE AP & LATERAL (UPRIGHT)
RAD2477,IMAGE GUIDED (FNAB) - BREAST
RAD2503,XRAY-ABDOMEN SUPINE (FILMLESS)
RAD2506,XRAY-SHOULDER (AP/PAL) 8X10
RAD2511,XRAY-ANKLE APL UNILATERAL (FILMLESS)
RAD25121,XRAY ANKLE APL BILATERAL
RAD2512100,XRAY ANKLE BILATERAL
RAD2526,XRAY-KNEE APL UNILATERAL (FILMLESS)
RAD2529,XRAY-CHEST PA OBLIQUE
RAD2531,XRAY-PATELLA SUNSET & LATERAL BILATERAL (FILMLESS)
RAD2555,XRAY-PELVIS OR BOTH HIPS AP (FILMLESS)
RAD2557,XRAY-PELVIS OR BOTH HIPS APO OR LATERAL (FILMLESS)
RAD2558,XRAY-SHOULDER APY OR LATERAL (BILATERAL)
RAD2561,XRAY-SHOULDER APY OR LATERAL UNILATERAL (FILMLESS)
RAD2594,XRAY-CERVICAL SPINE APL OR BOTH OBLIQUE (FILMLESS)
RAD26011,XRAY- LUMBOSACRAL SPINE APL-O
RAD26021,XRAY LUMBOSACRAL SPINE APL-OBLIQUE
RAD2603,XRAY-SACROCOCCYX APL
RAD26061,XRAY-THORACIC SPINE APL
RAD2612,XRAY-FOREARM APL UNILATERAL
RAD26121,XRAY-RIGHT FOREARM APL
RAD26122,XRAY-FOREARM APL
RAD2613,XRAY-HAND APL UNILATERAL
RAD2614,XRAY-PELVIS AND COCCYX AREA
RAD2615,XRAY-OBLIQUE VIEW
RAD2618,XRAY-TEMPORO MANDIBULAR JOINT (TMJ) AP
RAD2629,XRAY-THORACO-LUMBAR SPINE APL & CONE DOWN
RAD2635,XRAY-THORACO LUMBO SACRAL SPINE AP
RAD2637,XRAY-SHOULDER JOINT APL VIEW UNILATERAL
RAD2639,XRAY-PELVIS INCLUDE HIP AP BILATERAL
RAD2640,XRAY-UPPER ARM/HUMERUS - APL VIEW (UNILATERAL)
RAD26401,XRAY - ARM APL
RAD2641,XRAY-EXTREMITIES FINGER
RAD2644,XRAY-CHEST APL (PEDIA)
RAD2648,XRAY-ABDOMINAL SUPINE/UPRIGHT
RAD2651,XRAY-CHEST (AP/PA/L/O)14X17
RAD2653,XRAY-CHEST APICOLORDOTIC 14X17
RAD2661,XRAY-CHEST (DECUBITUS ONLY) - ADULT
RAD2664,XRAY-CHEST (P/L & LOR) - ADULT
RAD2666,XRAY-DIGITAL ABDOMEN AP ONLY
RAD2667,XRAY-DIGITAL ABDOMEN UPRIGHT & SUPINE
RAD2674,XRAY-DIGITAL CHEST(DECUBITUS ONLY) ADULT
RAD2684,XRAY-DIGITAL FEMUR BIL
RAD2687,XRAY-DIGITAL FOOT AP-LAT (BILATERAL)
RAD2695,"XRAY-DIGITAL KIDNEY, URETER, BLADDER (KUB) UPRIGHT & SUPINE"
RAD2698,XRAY-DIGITAL MANDIBLE AP/LAT/OBLIQUE
RAD26990,X-RAY-CERVICO THORACIC APL
RAD2702,XRAY-DIGITAL PELVIS (AP & FROG LEG POS)
RAD2707,XRAY-DIGITAL SHOULDER AP ONLY
RAD2708,XRAY-DIGITAL SHOULDER BILATERAL
RAD2713,XRAY-DIGITAL THORACIC SPINE SERIES
RAD2714,XRAY-DIGITAL THORACIC SPINES P/L
RAD2718,XRAY-ERCP (LIMITED TO 5 MINS)
RAD2719,XRAY-ERCP (PER 30 SECS)
RAD2728,XRAY-THORACOLUMBAR 4 FILMS
RAD2731,XRAY-DIGITAL PARANASAL SINUSES
RAD2734,XRAY-KNEE APL UNILATERAL STANDING VIEW
RAD27344,XRAY RIGHT KNEE APL
RAD2738,XRAY-HAND PA/LAT/OBLIQUE (UNILATERAL)
RAD2741,X-RAY-CERVICAL SPINE AP
RAD2742,"X-RAY-CHEST (AP/PA/DECUBITUS, L/O) 14X17"
RAD2743,X-RAY-CHEST AP/LAT
RAD2744,XRAY-EXTREMITY FEMUR AP LATERAL
RAD2745,X-RAY-EXT FEMUR AP
RAD2748,XRAY-EXTREMITY LEFT LEG AP/LAT
RAD2749,X-RAY-EXT LEG BILATERAL
RAD2752,XRAY-LOWER ABDOMEN SUPINE AND UPRIGHT
RAD2753,X-RAY-PELVIC AP/L
RAD2754,XRAY-PELVIC AP
RAD2755,XRAY-SHOULDER AP (UNILATERAL)
RAD2759,X-RAY-BS UPPER EXT (ELBOW AP/LAT)
RAD2764,X-RAY-CERVICAL AP/LAT RO
RAD2766,X-RAY-CHEST (AP/PA/L/O) 14X17
RAD2767,X-RAY-CHEST APICOLORDOTIC 14X17
RAD2770,X-RAY-CHEST PA RO
RAD2778,"XRAY-PARANASAL SINUS (AP/PA, WATERS, LATERAL) 8X10"
RAD2779,X-RAY-PNS (WATER''S VIEW ONLY) 8X10
RAD2781,"X-RAY-SHOULDER (AP/PA, L) 8X10"
RAD2786,X-RAY-UPPER EXTREMITIES HAND LATERAL (BILATERAL)
RAD2794,XRAY-FOOT LATERAL VIEW (UNILATERAL)
RAD2797,X-RAY-EXT RIGHTKNEE AP/LAT
RAD2802,XRAY-CHEST FLUOROSCOPY OF LEFT UPPER LUNG
RAD2806,XRAY-CHEST PA/LATERAL WITH LEFT OBLIQUE
RAD2807,XRAY-CHEST PA LATERAL WITH OBLIQUES (BILATERAL)
RAD2809,XRAY-CHEST PA & LATERAL AND APICOLORDOTIC
RAD2810,XRAY-CHEST SPOT VIEW OF LEFT LOWER LUNG
RAD2815,XRAY-LUMBO SACRAL WITH FLEXION AND EXTENSION (STANDING)
RAD2816,XRAY-LUMBO SACRAL VERTEBRAE STANDING
RAD2817,XRAY-LUMBO SACRAL VERTEBRAE WITH OBLIQUES
RAD2818,XRAY-LUMBO SACRAL VERTEBRAE STANDING WITH OBLIQUES
RAD2822,XRAY-ABDOMEN UPRIGHT AND SUPINE (10 X 12)
RAD2823,XRAY-ARM/HUMERUS APL UNILATERAL
RAD2824,XRAY-HAND/FINGER UNILATERAL
RAD2830,XRAY-THORACOLUMBAR APL STANDING
RAD2831,XRAY-LUMBOSACRAL APL STANDING
RAD2834,XRAY-CERVICO THORACIC SPINE APL
RAD2837,LEG/FEMUR APL
RAD2842,RENAL CORTEX SCINTIGRAPHY (DMSA)
RAD2843,XRAY-THORACIC BONE CAGE
RAD2846,XRAY-FLUOROSCOPY FOR SIMPLE EXAM
RAD2854,XRAY-HAND INC. FOREARM - LEFT
RAD2856,HAND INC. FOREARM - RIGHT
RAD2857,XRAY-HAND INC. RIGHT FOREARM (BELOW 10 YRS OLD)
RAD2874,HYSTERO-SALPHINGO DYE & PF EXCLUDED
RAD2901,X-RAY- LUMBOSACRAL SPINE (LSS) APL W/ PELVIS
RAD2905,XRAY-LUMBOSACRAL SPINE (LSS) APLO W/ PELVIS (CHILDREN UP TO 10 YRS OLD)
RAD2921,PELVIS APO (BELOW 10 YRS OLD)
RAD2924,X-RAY-CERVICAL AP/LAT
RAD2925,XRAY-SKULL SERIES AP TOWNES LAT
RAD2926,XRAY-THORACIC BONY CAGE AP(TBC)
RAD2940,XRAY-SOFT TISSUE NECK
RAD2941,XRAY-THORACIC VERTEBRAE STANDING
RAD2943,XRAY-SOFT TISSUE NECK LATERAL
RAD2944,XRAY-PELVIS & HIPS AP ONLY W/ CR FILM
RAD2949,XRAY-BREAST
RAD2970,XRAY-ABDOMEN CROSS TABLE LATERAL
RAD2971,XRAY-CHEST APL (12 YRS OLD AND BELOW)
RAD2982,XRAY-PELVIS SACROCOCCYGEAL AP
RAD2986,XRAY-PELVIS JUDET VIEW
RAD29921,XRAY THORACIC CAGE AP OBLIQUE
RAD2993,XRAY-SKULL APL
RAD2999,XRAY-LUMBOSACRAL PA VIEW
RAD3005,XRAY-PNS (PANANASAL SINUSES) - BELOW 10 YRS OLD
RAD3023,SKULL W/ MANDIBLE
RAD3043,XRAY-THORACO LUMBAR APL OBLIQUE (BELOW 10 YRS OLD)
RAD3061,CHEST LAT W/ CR FILM
RAD3077,XRAY-FEMUR UNILATERAL
RAD3078,FETAL 2D ECHO
RAD3081,GYNE DOPPLER
RAD3090,MUSCULO-SKELETAL ULTRASOUND BILATERAL
RAD3096,XRAY-ARM/ELBOW/FOREARM/WRIST
RAD3104,XRAY-PELVIS/HIP/HIP JOINT(AP/PA)
RAD3110,XRAY-FOOT AP OBLIQUE BILATERAL
RAD3172,XRAY-THORACO LUMBAR SPINE AP
RAD3174,XRAY-KNEE EXTREMITIES
RAD3185,INTENSITY-MODULATED RADIATION THERAPY (IMRT) SIMPLE
RAD3186,CT SIMULATION (IMRT COMPLEX)
RAD3188,XRAY-NECK APL
RAD3194,XRAY-APICOGRAM
RAD3196,BEDSIDE XRAY-ABDOMEN FLAT (KUB)
RAD3199,BEDSIDE XRAY APICOGRAM
